x,y,z
3.486599996879697,2.8762941561290623,1.7263250000000003
3.486599996879697,2.8789542125180363,1.7263250000000003
3.486599996879697,2.881614268907011,1.7263250000000003
3.486599996879697,2.884274325295985,1.7263250000000003
3.486599996879697,2.886934381684959,1.7263250000000003
3.486599996879697,2.8895944380739333,1.7263250000000003
3.486599996879697,2.8922544944629074,1.7263250000000003
3.486599996879697,2.894914550851881,1.7263250000000003
3.486599996879697,2.897574607240856,1.7263250000000003
3.486599996879697,2.90023466362983,1.7263250000000003
3.486599996879697,2.902894720018804,1.7263250000000003
3.486599996879697,2.9055547764077785,1.7263250000000003
3.486599996879697,2.9082148327967525,1.7263250000000003
3.486599996879697,2.9108748891857266,1.7263250000000003
3.486599996879697,2.913534945574701,1.7263250000000003
3.486599996879697,2.916195001963675,1.7263250000000003
3.486599996879697,2.918855058352649,1.7263250000000003
3.486599996879697,2.921515114741624,1.7263250000000003
3.486599996879697,2.9241751711305977,1.7263250000000003
3.486599996879697,2.926835227519572,1.7263250000000003
3.486599996879697,2.929495283908546,1.7263250000000003
3.486599996879697,2.93215534029752,1.7263250000000003
3.486599996879697,2.9348153966864943,1.7263250000000003
3.486599996879697,2.9374754530754688,1.7263250000000003
3.486599996879697,2.940135509464443,1.7263250000000003
3.486599996879697,2.942795565853417,1.7263250000000003
3.486599996879697,2.9454556222423918,1.7263250000000003
3.486599996879697,2.9481156786313654,1.7263250000000003
3.486599996879697,2.9507757350203394,1.7263250000000003
3.486599996879697,2.953435791409314,1.7263250000000003
3.486599996879697,2.956095847798288,1.7263250000000003
3.486599996879697,2.958755904187262,1.7263250000000003
3.486599996879697,2.9614159605762365,1.7263250000000003
3.486599996879697,2.9640760169652105,1.7263250000000003
3.486599996879697,2.9667360733541845,1.7263250000000003
3.486599996879697,2.969396129743159,1.7263250000000003
3.486599996879697,2.972056186132133,1.7263250000000003
3.486599996879697,2.974716242521107,1.7263250000000003
3.486599996879697,2.9773762989100816,1.7263250000000003
3.486599996879697,2.980036355299056,1.7263250000000003
3.486599996879697,2.9826964116880297,1.7263250000000003
3.486599996879697,2.985356468077004,1.7263250000000003
3.486599996879697,2.988016524465978,1.7263250000000003
3.486599996879697,2.990676580854952,1.7263250000000003
3.486599996879697,2.9933366372439267,1.7263250000000003
3.486599996879697,2.9959966936329008,1.7263250000000003
3.486599996879697,2.998656750021875,1.7263250000000003
3.486599996879697,3.0013168064108493,1.7263250000000003
3.486599996879697,3.003976862799824,1.7263250000000003
3.486599996879697,3.0066369191887974,1.7263250000000003
3.486599996879697,3.009296975577772,1.7263250000000003
3.486599996879697,3.011957031966746,1.7263250000000003
3.486599996879697,3.01461708835572,1.7263250000000003
3.486599996879697,3.0172771447446944,1.7263250000000003
3.486599996879697,3.0199372011336685,1.7263250000000003
3.486599996879697,3.0225972575226425,1.7263250000000003
3.486599996879697,3.025257313911617,1.7263250000000003
3.486599996879697,3.027917370300591,1.7263250000000003
3.486599996879697,3.030577426689565,1.7263250000000003
3.486599996879697,3.03323748307854,1.7263250000000003
3.486599996879697,3.0358975394675136,1.7263250000000003
3.486599996879697,3.038557595856488,1.7263250000000003
3.486599996879697,3.041217652245462,1.7263250000000003
3.486599996879697,3.043877708634436,1.7263250000000003
3.486599996879697,3.0465377650234102,1.7263250000000003
3.486599996879697,3.0491978214123847,1.7263250000000003
3.486599996879697,3.0518578778013588,1.7263250000000003
3.486599996879697,3.054517934190333,1.7263250000000003
3.486599996879697,3.0571779905793077,1.7263250000000003
3.486599996879697,3.0598380469682813,1.7263250000000003
3.486599996879697,3.062498103357256,1.7263250000000003
3.486599996879697,3.06515815974623,1.7263250000000003
3.486599996879697,3.067818216135204,1.7263250000000003
3.486599996879697,3.070478272524178,1.7263250000000003
3.486599996879697,3.0731383289131524,1.7263250000000003
3.486599996879697,3.0757983853021265,1.7263250000000003
3.486599996879697,3.0784584416911005,1.7263250000000003
3.486599996879697,3.081118498080075,1.7263250000000003
3.486599996879697,3.083778554469049,1.7263250000000003
3.486599996879697,3.086438610858023,1.7263250000000003
3.486599996879697,3.0890986672469976,1.7263250000000003
3.486599996879697,3.091758723635972,1.7263250000000003
3.486599996879697,3.0944187800249456,1.7263250000000003
3.486599996879697,3.09707883641392,1.7263250000000003
3.486599996879697,3.099738892802894,1.7263250000000003
3.486599996879697,3.220200029751658,1.7263250000000003
3.486599996879697,3.2228600861406327,1.7263250000000003
3.486599996879697,3.2255201425296067,1.7263250000000003
3.486599996879697,3.228180198918581,1.7263250000000003
3.486599996879697,3.2308402553075557,1.7263250000000003
3.486599996879697,3.2335003116965293,1.7263250000000003
3.486599996879697,3.236160368085504,1.7263250000000003
3.486599996879697,3.238820424474478,1.7263250000000003
3.486599996879697,3.241480480863452,1.7263250000000003
3.486599996879697,3.2441405372524263,1.7263250000000003
3.486599996879697,3.2468005936414004,1.7263250000000003
3.486599996879697,3.2494606500303744,1.7263250000000003
3.486599996879697,3.252120706419349,1.7263250000000003
3.486599996879697,3.254780762808323,1.7263250000000003
3.486599996879697,3.257440819197297,1.7263250000000003
3.486599996879697,3.2601008755862715,1.7263250000000003
3.486599996879697,3.262760931975245,1.7263250000000003
3.486599996879697,3.26542098836422,1.7263250000000003
3.486599996879697,3.268081044753194,1.7263250000000003
3.486599996879697,3.270741101142168,1.7263250000000003
3.486599996879697,3.273401157531142,1.7263250000000003
3.486599996879697,3.2760612139201166,1.7263250000000003
3.486599996879697,3.2787212703090907,1.7263250000000003
3.486599996879697,3.2813813266980647,1.7263250000000003
3.486599996879697,3.284041383087039,1.7263250000000003
3.486599996879697,3.286701439476013,1.7263250000000003
3.486599996879697,3.2893614958649877,1.7263250000000003
3.486599996879697,3.2920215522539618,1.7263250000000003
3.486599996879697,3.294681608642936,1.7263250000000003
3.486599996879697,3.29734166503191,1.7263250000000003
3.486599996879697,3.3000017214208843,1.7263250000000003
3.486599996879697,3.3026617778098584,1.7263250000000003
3.486599996879697,3.3053218341988324,1.7263250000000003
3.486599996879697,3.307981890587807,1.7263250000000003
3.4862749686852097,3.1020739209973813,1.7263250000000003
3.486599996879697,3.104733977386356,1.7263250000000003
3.486599996879697,3.1073940337753294,1.7263250000000003
3.486599996879697,3.110054090164304,1.7263250000000003
3.486599996879697,3.112714146553278,1.7263250000000003
3.486599996879697,3.115374202942252,1.7263250000000003
3.486599996879697,3.1180342593312265,1.7263250000000003
3.486599996879697,3.1206943157202005,1.7263250000000003
3.486599996879697,3.1233543721091745,1.7263250000000003
3.486599996879697,3.126014428498149,1.7263250000000003
3.486599996879697,3.128674484887123,1.7263250000000003
3.486599996879697,3.131334541276097,1.7263250000000003
3.486599996879697,3.133994597665072,1.7263250000000003
3.486599996879697,3.1366546540540456,1.7263250000000003
3.486599996879697,3.13931471044302,1.7263250000000003
3.486599996879697,3.141974766831994,1.7263250000000003
3.486599996879697,3.144634823220968,1.7263250000000003
3.486599996879697,3.1472948796099423,1.7263250000000003
3.486599996879697,3.1499549359989167,1.7263250000000003
3.486599996879697,3.152614992387891,1.7263250000000003
3.486599996879697,3.155275048776865,1.7263250000000003
3.486599996879697,3.1579351051658398,1.7263250000000003
3.486599996879697,3.1605951615548133,1.7263250000000003
3.486599996879697,3.1632552179437874,1.7263250000000003
3.486599996879697,3.165915274332762,1.7263250000000003
3.486599996879697,3.168575330721736,1.7263250000000003
3.486599996879697,3.17123538711071,1.7263250000000003
3.486599996879697,3.1738954434996844,1.7263250000000003
3.486599996879697,3.1765554998886585,1.7263250000000003
3.486599996879697,3.1792155562776325,1.7263250000000003
3.486599996879697,3.181875612666607,1.7263250000000003
3.486599996879697,3.184535669055581,1.7263250000000003
3.4862749686852097,3.186870697250068,1.7263250000000003
3.486599996879697,3.1895307536390423,1.7263250000000003
3.486599996879697,3.1921908100280167,1.7263250000000003
3.486599996879697,3.194850866416991,1.7263250000000003
3.486599996879697,3.197510922805965,1.7263250000000003
3.486599996879697,3.2001709791949398,1.7263250000000003
3.486599996879697,3.2028310355839134,1.7263250000000003
3.486599996879697,3.2054910919728874,1.7263250000000003
3.486599996879697,3.208151148361862,1.7263250000000003
3.4862749686852097,3.2104861765563486,1.7263250000000003
3.486599996879697,3.2178650015571715,1.7263250000000003
3.455429053621292,3.3218499489843847,1.7541750000000005
3.452212039022148,3.31812793438524,1.7541750000000005
