x,y,z
2.5689500097885727,3.531799924209714,1.5727000000000004
2.5689500097885727,3.4934499499097464,1.5960750000000006
3.5,3.491450027424097,1.5235750000000003
3.4922949984398484,3.491450027424097,1.5235750000000003
2.5033500131860373,3.3058500326752664,1.7246750000000004
3.486599996879697,2.679449983344972,1.7263250000000003
3.486599996879697,2.682110039733946,1.7263250000000003
3.486599996879697,2.6847700961229206,1.7263250000000003
3.486599996879697,2.6874301525118947,1.7263250000000003
3.486599996879697,2.6900902089008687,1.7263250000000003
3.486599996879697,2.692750265289843,1.7263250000000003
3.486599996879697,2.695410321678817,1.7263250000000003
3.486599996879697,2.6980703780677917,1.7263250000000003
3.486599996879697,2.7007304344567657,1.7263250000000003
3.486599996879697,2.70339049084574,1.7263250000000003
3.486599996879697,2.706050547234714,1.7263250000000003
3.486599996879697,2.7087106036236883,1.7263250000000003
3.486599996879697,2.7113706600126624,1.7263250000000003
3.486599996879697,2.7140307164016364,1.7263250000000003
3.486599996879697,2.716690772790611,1.7263250000000003
3.486599996879697,2.719350829179585,1.7263250000000003
3.486599996879697,2.722010885568559,1.7263250000000003
3.486599996879697,2.724670941957533,1.7263250000000003
3.486599996879697,2.7273309983465075,1.7263250000000003
3.486599996879697,2.729991054735481,1.7263250000000003
3.486599996879697,2.732651111124456,1.7263250000000003
3.486599996879697,2.73531116751343,1.7263250000000003
3.486599996879697,2.737971223902404,1.7263250000000003
3.486599996879697,2.7406312802913786,1.7263250000000003
3.486599996879697,2.7432913366803526,1.7263250000000003
3.486599996879697,2.7459513930693267,1.7263250000000003
3.486599996879697,2.748611449458301,1.7263250000000003
3.486599996879697,2.751271505847275,1.7263250000000003
3.486599996879697,2.753931562236249,1.7263250000000003
3.486599996879697,2.756591618625224,1.7263250000000003
3.486599996879697,2.7592516750141978,1.7263250000000003
3.486599996879697,2.761911731403172,1.7263250000000003
3.486599996879697,2.7645717877921463,1.7263250000000003
3.486599996879697,2.7672318441811203,1.7263250000000003
3.486599996879697,2.7698919005700944,1.7263250000000003
3.486599996879697,2.772551956959069,1.7263250000000003
3.486599996879697,2.775212013348043,1.7263250000000003
3.486599996879697,2.777872069737017,1.7263250000000003
3.486599996879697,2.7805321261259914,1.7263250000000003
3.486599996879697,2.783192182514965,1.7263250000000003
3.486599996879697,2.7858522389039395,1.7263250000000003
3.486599996879697,2.788512295292914,1.7263250000000003
3.486599996879697,2.791172351681888,1.7263250000000003
3.486599996879697,2.793832408070862,1.7263250000000003
3.486599996879697,2.796492464459837,1.7263250000000003
3.486599996879697,2.7991525208488106,1.7263250000000003
3.486599996879697,2.8018125772377847,1.7263250000000003
3.486599996879697,2.804472633626759,1.7263250000000003
3.486599996879697,2.807132690015733,1.7263250000000003
3.486599996879697,2.809792746404707,1.7263250000000003
3.486599996879697,2.8124528027936817,1.7263250000000003
3.486599996879697,2.815112859182656,1.7263250000000003
3.486599996879697,2.81777291557163,1.7263250000000003
3.486599996879697,2.8204329719606043,1.7263250000000003
3.486599996879697,2.8230930283495783,1.7263250000000003
3.486599996879697,2.8257530847385524,1.7263250000000003
3.486599996879697,2.828413141127527,1.7263250000000003
3.486599996879697,2.831073197516501,1.7263250000000003
3.486599996879697,2.833733253905475,1.7263250000000003
3.486599996879697,2.8363933102944494,1.7263250000000003
3.486599996879697,2.8390533666834235,1.7263250000000003
3.486599996879697,2.841713423072397,1.7263250000000003
3.486599996879697,2.844373479461372,1.7263250000000003
3.486599996879697,2.847033535850346,1.7263250000000003
3.486599996879697,2.84969359223932,1.7263250000000003
3.486599996879697,2.8523536486282945,1.7263250000000003
3.486599996879697,2.8550137050172686,1.7263250000000003
3.486599996879697,2.857673761406243,1.7263250000000003
3.486599996879697,2.860333817795217,1.7263250000000003
3.486599996879697,2.862993874184191,1.7263250000000003
3.486599996879697,2.8656539305731656,1.7263250000000003
3.486599996879697,2.86831398696214,1.7263250000000003
3.486599996879697,2.8709740433511137,1.7263250000000003
3.486599996879697,2.873634099740088,1.7263250000000003
